,mean_x,max_x,min_x,sd_x,mean_y,max_y,min_y,sd_y,mean_z,max_z,min_z,sd_z,act,time,time0_start,time1_finish
0,-0.324137339055794,-0.191,-1.072,0.0878355046906897,0.538515021459227,0.919,-0.689,0.126189174446626,9.78645922746781,9.794,9.782,0.00119601108024578,SITTING,2019-06-13 02:01:00,2019-06-13 02:00:36,2019-06-13 02:32:18
1,-1.16453289473684,0.105,-15.112,2.44180703610252,-0.143421052631579,6.024,-7.824,1.39400370331354,-8.75296052631579,11.348,-11.214,4.40937311680467,SITTING,2019-06-13 02:02:00,2019-06-13 02:00:36,2019-06-13 02:32:18
2,-0.227132231404959,-0.153,-0.306,0.0459650124458376,0.53399173553719,0.651,0.421,0.0475153476727553,9.78918181818182,9.791,9.788,0.000707106781186322,SITTING,2019-06-13 02:03:00,2019-06-13 02:00:36,2019-06-13 02:32:18
3,-7.16154918032787,-6.129,-9.146,0.937209027924996,-0.470377049180328,2.652,-2.873,0.988901463540667,-6.31504098360656,-4.146,-7.565,0.839152596939967,SITTING,2019-06-13 02:04:00,2019-06-13 02:00:36,2019-06-13 02:32:18
4,-8.8460962962963,-6.924,-10.17,0.587213923668674,0.312733333333333,2.566,-1.934,0.408458025026997,-4.90471851851852,-2.624,-6.646,0.496453145973558,SITTING,2019-06-13 02:05:00,2019-06-13 02:00:36,2019-06-13 02:32:18
5,-0.210942583732057,-0.114,-0.344,0.0418565149214451,0.52844019138756,0.651,0.383,0.0456372350503415,9.78929186602871,9.79,9.788,0.000559859925169878,SITTING,2019-06-13 02:06:00,2019-06-13 02:00:36,2019-06-13 02:32:18
6,0.576851648351648,2.039,-0.421,1.17266607275971,-0.354576923076923,-0.287,-0.411,0.0551880973974248,-9.74292307692308,-9.73,-9.749,0.00526791763660873,SITTING,2019-06-13 02:07:00,2019-06-13 02:00:36,2019-06-13 02:32:18
7,-3.13946564885496,-2.499,-6.771,0.376646034559483,-0.264534351145038,0.766,-4.769,0.48676823260404,-9.35795419847328,-6.675,-14.451,0.547145555976237,SITTING,2019-06-13 02:08:00,2019-06-13 02:00:36,2019-06-13 02:32:18
8,-0.21344578313253,0,-0.421,0.0667336184437432,0.538451807228916,0.651,0.421,0.0482629862855478,9.78962048192771,9.791,9.788,0.000665561332673465,SITTING,2019-06-13 02:09:00,2019-06-13 02:00:36,2019-06-13 02:32:18
9,-0.535244019138756,4.635,-9.155,1.51677787683905,0.384071770334928,3.639,-1.187,0.624134978018211,9.63454066985646,12.576,5.206,0.67502482114017,SITTING,2019-06-13 02:10:00,2019-06-13 02:00:36,2019-06-13 02:32:18
10,-0.244564885496183,0.114,-1.925,0.168846407184237,-0.631450381679389,0.067,-2.26,0.171480755311379,-9.69608396946565,-8.59,-9.893,0.120161944453689,SITTING,2019-06-13 02:11:00,2019-06-13 02:00:36,2019-06-13 02:32:18
11,-0.218850746268657,-0.162,-0.258,0.0202194428866565,-0.60855223880597,-0.545,-0.641,0.0201308474148278,-9.71492537313433,-9.701,-9.73,0.00612326272909924,SITTING,2019-06-13 02:12:00,2019-06-13 02:00:36,2019-06-13 02:32:18
12,-0.18660447761194,0.239,-1.436,0.163569672844746,-0.64094776119403,-0.373,-2.892,0.244244340778797,-9.70846268656716,-9.184,-9.874,0.0691499032794347,SITTING,2019-06-13 02:13:00,2019-06-13 02:00:36,2019-06-13 02:32:18
13,-0.147200757575758,-0.086,-0.239,0.0239890944684515,-0.618465909090909,-0.517,-0.679,0.0246513092211895,-9.71778409090909,-9.701,-9.739,0.00716632736062302,SITTING,2019-06-13 02:14:00,2019-06-13 02:00:36,2019-06-13 02:32:18
14,1.19704682274247,13.953,-6.569,2.73559980867753,-0.65152508361204,5.698,-8.389,1.74527482745899,-7.81358528428093,10.333,-14.202,4.94887912283177,SITTING,2019-06-13 02:15:00,2019-06-13 02:00:36,2019-06-13 02:32:18
15,4.36178676470588,8.475,2.135,1.03671224914498,-0.947698529411765,1.015,-4.012,0.684489248026942,-8.59494117647059,-5.899,-10.218,0.635729802431305,SITTING,2019-06-13 02:16:00,2019-06-13 02:00:36,2019-06-13 02:32:18
16,6.8755756097561,6.943,6.79,0.00915500453753348,-3.01609756097561,-2.959,-3.074,0.00776557536108342,-5.94572682926829,-5.832,-5.995,0.0118020234304987,SITTING,2019-06-13 02:17:00,2019-06-13 02:00:36,2019-06-13 02:32:18
17,2.10894117647059,2.442,0.718,0.645365949190748,0.151848739495798,0.306,-0.402,0.27029502521352,-9.67272268907563,-9.625,-9.95,0.029977088530666,SITTING,2019-06-13 02:18:00,2019-06-13 02:00:36,2019-06-13 02:32:18
