"","X","mean_x","max_x","min_x","sd_x","mean_y","max_y","min_y","sd_y","mean_z","max_z","min_z","sd_z","act","time","time0_start","time1_finish"
"265",264,0.907629186602871,2.231,-2.652,0.371637234235645,5.45221531100478,7.987,3.581,0.327163203437483,11.2097583732057,12.23,5.296,0.848517638993273,"SITTING","2019-06-14 03:00:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"266",265,-0.536129186602871,4.29,-6.675,1.64742065221545,4.91378947368421,9.893,0.89,1.93128161006847,8.91850717703349,17.267,2.681,3.01043817587499,"SITTING","2019-06-14 03:01:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"267",266,-0.536129186602871,4.29,-6.675,1.64742065221545,4.91378947368421,9.893,0.89,1.93128161006847,8.91850717703349,17.267,2.681,3.01043817587499,"SITTING","2019-06-14 03:01:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"268",267,0.497078947368421,19.604,-19.614,5.02762128204175,-4.54315263157894,7.565,-14.241,6.37972575191928,2.75267368421053,18.416,-4.395,4.48748071093903,"SITTING","2019-06-14 03:02:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"269",268,0.497078947368421,19.604,-19.614,5.02762128204175,-4.54315263157894,7.565,-14.241,6.37972575191928,2.75267368421053,18.416,-4.395,4.48748071093903,"SITTING","2019-06-14 03:02:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"270",269,4.76363358778626,12.354,-4.951,1.85218912208528,-8.40389312977099,-5.162,-17.554,1.39673988629887,-0.893653944020356,2.786,-7.173,1.76799886079615,"SITTING","2019-06-14 03:03:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"271",270,4.76363358778626,12.354,-4.951,1.85218912208528,-8.40389312977099,-5.162,-17.554,1.39673988629887,-0.893653944020356,2.786,-7.173,1.76799886079615,"SITTING","2019-06-14 03:03:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"272",271,5.0760487804878,15.514,-1.101,3.2241283147179,-8.10091219512195,-2.087,-15.869,2.34774859655898,-1.0153756097561,7.958,-13.235,3.36032085016727,"SITTING","2019-06-14 03:04:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"273",272,5.0760487804878,15.514,-1.101,3.2241283147179,-8.10091219512195,-2.087,-15.869,2.34774859655898,-1.0153756097561,7.958,-13.235,3.36032085016727,"SITTING","2019-06-14 03:04:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"274",273,-0.15858064516129,-0.114,-0.229,0.0270700872055923,0.202204301075269,0.306,0.114,0.0446341551660455,9.80298924731183,9.803,9.802,0.000103695169473152,"SITTING","2019-06-14 03:06:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"275",274,-0.15858064516129,-0.114,-0.229,0.0270700872055923,0.202204301075269,0.306,0.114,0.0446341551660455,9.80298924731183,9.803,9.802,0.000103695169473152,"SITTING","2019-06-14 03:06:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"276",275,-0.162206349206349,-0.114,-0.268,0.0312942978730164,0.207087301587302,0.306,0.114,0.0414823374155835,9.80298412698413,9.803,9.802,0.000125483193082038,"SITTING","2019-06-14 03:07:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"277",276,-0.162206349206349,-0.114,-0.268,0.0312942978730164,0.207087301587302,0.306,0.114,0.0414823374155835,9.80298412698413,9.803,9.802,0.000125483193082038,"SITTING","2019-06-14 03:07:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"278",277,-0.0754,0.105,-0.181,0.0150096700855959,0.251785365853659,0.459,0.21,0.0229712689365797,-9.71178536585366,-9.567,-9.854,0.0167970229764203,"SITTING","2019-06-14 03:08:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"279",278,-0.0754,0.105,-0.181,0.0150096700855959,0.251785365853659,0.459,0.21,0.0229712689365797,-9.71178536585366,-9.567,-9.854,0.0167970229764203,"SITTING","2019-06-14 03:08:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"280",279,-0.171439790575916,-0.076,-0.268,0.0341566867608998,0.200403141361257,0.306,0.114,0.0382106321739453,9.803,9.803,9.803,0,"SITTING","2019-06-14 03:09:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"281",280,-0.171439790575916,-0.076,-0.268,0.0341566867608998,0.200403141361257,0.306,0.114,0.0382106321739453,9.803,9.803,9.803,0,"SITTING","2019-06-14 03:09:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"282",281,-0.167777777777778,-0.153,-0.191,0.0190619903767729,0.203777777777778,0.268,0.153,0.0347013401259368,9.803,9.803,9.803,0,"SITTING","2019-06-14 03:10:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"283",282,-0.167777777777778,-0.153,-0.191,0.0190619903767729,0.203777777777778,0.268,0.153,0.0347013401259368,9.803,9.803,9.803,0,"SITTING","2019-06-14 03:10:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"284",283,-0.19072,-0.114,-0.306,0.0393795516849683,0.23236,0.306,0.153,0.0352605081407434,9.80202,9.803,9.801,0.000375513116961646,"SITTING","2019-06-14 03:13:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"285",284,-0.19072,-0.114,-0.306,0.0393795516849683,0.23236,0.306,0.153,0.0352605081407434,9.80202,9.803,9.801,0.000375513116961646,"SITTING","2019-06-14 03:13:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"286",285,-2.79498058252427,0.785,-15.409,3.16365987342873,-0.36718932038835,9.184,-15.333,6.97189113568803,6.49966990291262,11.454,-3.945,2.70293708502923,"SITTING","2019-06-14 03:14:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"287",286,-2.79498058252427,0.785,-15.409,3.16365987342873,-0.36718932038835,9.184,-15.333,6.97189113568803,6.49966990291262,11.454,-3.945,2.70293708502923,"SITTING","2019-06-14 03:14:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"288",287,-0.192506493506493,-0.114,-0.306,0.037507781236741,0.213904761904762,0.306,0.114,0.0400866401230648,9.79769264069264,9.903,9.245,0.0521884202335603,"SITTING","2019-06-14 03:15:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"289",288,-0.192506493506493,-0.114,-0.306,0.037507781236741,0.213904761904762,0.306,0.114,0.0400866401230648,9.79769264069264,9.903,9.245,0.0521884202335603,"SITTING","2019-06-14 03:15:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"290",289,1.91795652173913,6.608,-1,2.75695519277947,1.73495652173913,71,-0.095,5.37055467412903,10.752077294686,322.625,6.847,21.8275554287235,"SITTING","2019-06-14 03:16:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"291",290,1.91795652173913,6.608,-1,2.75695519277947,1.73495652173913,71,-0.095,5.37055467412903,10.752077294686,322.625,6.847,21.8275554287235,"SITTING","2019-06-14 03:16:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"292",291,9.01023414634146,9.155,0,0.632723682686395,-3.88353658536585,0,-3.917,0.280807195871098,-2.71096097560976,3.792,-2.834,0.456762829905584,"SITTING","2019-06-14 03:17:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"293",292,9.01023414634146,9.155,0,0.632723682686395,-3.88353658536585,0,-3.917,0.280807195871098,-2.71096097560976,3.792,-2.834,0.456762829905584,"SITTING","2019-06-14 03:17:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"294",293,-0.628639423076923,2.94,-5.305,1.33215843517553,2.40039423076923,7.259,-4.664,2.84370627697816,8.96814903846154,13.379,4.817,1.1489416520038,"SITTING","2019-06-14 03:18:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"295",294,-0.628639423076923,2.94,-5.305,1.33215843517553,2.40039423076923,7.259,-4.664,2.84370627697816,8.96814903846154,13.379,4.817,1.1489416520038,"SITTING","2019-06-14 03:18:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"296",295,8.33636688311688,9.366,-4.903,3.05379818871075,0.17126461038961,7.642,-0.43,1.70390107725977,-2.52950649350649,9.165,-3.639,3.38368108589073,"SITTING","2019-06-14 03:20:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"297",296,8.33636688311688,9.366,-4.903,3.05379818871075,0.17126461038961,7.642,-0.43,1.70390107725977,-2.52950649350649,9.165,-3.639,3.38368108589073,"SITTING","2019-06-14 03:20:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"298",297,-0.569994923857868,1.12,-2.576,0.814613915935172,-1.09420812182741,-0.335,-2.365,0.515814415543487,-9.52028934010152,-8.303,-10.343,0.282998084921583,"SITTING","2019-06-14 03:21:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"299",298,-0.569994923857868,1.12,-2.576,0.814613915935172,-1.09420812182741,-0.335,-2.365,0.515814415543487,-9.52028934010152,-8.303,-10.343,0.282998084921583,"SITTING","2019-06-14 03:21:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"300",299,-2.57588619854722,-0.239,-6.32,1.69706628762421,-0.275525423728814,0.574,-1.695,0.413632379178048,-9.17680629539952,-4.051,-11.636,0.557746407088801,"SITTING","2019-06-14 03:22:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"301",300,-2.57588619854722,-0.239,-6.32,1.69706628762421,-0.275525423728814,0.574,-1.695,0.413632379178048,-9.17680629539952,-4.051,-11.636,0.557746407088801,"SITTING","2019-06-14 03:22:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"302",301,-2.39628491620112,-0.861,-3.438,0.475302650295517,-1.25731843575419,3.677,-3.15,1.99486830526037,-9.06755307262569,-7.881,-10.372,0.295253806698101,"SITTING","2019-06-14 03:23:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"303",302,-2.39628491620112,-0.861,-3.438,0.475302650295517,-1.25731843575419,3.677,-3.15,1.99486830526037,-9.06755307262569,-7.881,-10.372,0.295253806698101,"SITTING","2019-06-14 03:23:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"304",303,-1.98247826086957,-1.043,-2.863,0.632234987209173,-2.58947826086957,-1.407,-3.332,0.585961204856463,-9.11121739130435,-8.801,-9.51,0.226522316083415,"SITTING","2019-06-14 03:24:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"305",304,-1.98247826086957,-1.043,-2.863,0.632234987209173,-2.58947826086957,-1.407,-3.332,0.585961204856463,-9.11121739130435,-8.801,-9.51,0.226522316083415,"SITTING","2019-06-14 03:24:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"306",305,-2.92582587064677,-1.541,-5.037,0.660332480291075,-6.40472139303483,-5.267,-7.192,0.30407877596118,-6.78229353233831,-5.152,-8.13,0.478999131949068,"SITTING","2019-06-14 03:25:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"307",306,-2.92582587064677,-1.541,-5.037,0.660332480291075,-6.40472139303483,-5.267,-7.192,0.30407877596118,-6.78229353233831,-5.152,-8.13,0.478999131949068,"SITTING","2019-06-14 03:25:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"308",307,0.198203389830509,0.459,-0.344,0.0589874937083452,-0.187716101694915,2.106,-2.806,0.324810006519776,9.84928813559322,10.879,9.05,0.235957085953841,"SITTING","2019-06-14 03:26:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"309",308,0.198203389830509,0.459,-0.344,0.0589874937083452,-0.187716101694915,2.106,-2.806,0.324810006519776,9.84928813559322,10.879,9.05,0.235957085953841,"SITTING","2019-06-14 03:26:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"310",309,-2.90869191919192,-2.202,-3.706,0.265520446764661,-7.29314646464646,-5.123,-8.14,0.370650784189006,-5.88319696969697,-4.51,-7.69,0.456513577328415,"SITTING","2019-06-14 03:27:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"311",310,-2.90869191919192,-2.202,-3.706,0.265520446764661,-7.29314646464646,-5.123,-8.14,0.370650784189006,-5.88319696969697,-4.51,-7.69,0.456513577328415,"SITTING","2019-06-14 03:27:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"312",311,-2.46946464646465,-1.34,-4.501,0.618980549018772,-6.68121212121212,-5.64,-7.489,0.384228154321287,-6.67578282828283,-4.625,-8.025,0.623262741532673,"SITTING","2019-06-14 03:28:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"313",312,-2.46946464646465,-1.34,-4.501,0.618980549018772,-6.68121212121212,-5.64,-7.489,0.384228154321287,-6.67578282828283,-4.625,-8.025,0.623262741532673,"SITTING","2019-06-14 03:28:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"314",313,-3.12377731092437,0.593,-5.832,1.21065607487632,-6.86060924369748,-2.93,-10.506,1.23228139537305,-6.07938655462185,-3.352,-9.213,1.06817000819192,"SITTING","2019-06-14 03:29:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"315",314,-3.12377731092437,0.593,-5.832,1.21065607487632,-6.86060924369748,-2.93,-10.506,1.23228139537305,-6.07938655462185,-3.352,-9.213,1.06817000819192,"SITTING","2019-06-14 03:29:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"316",315,-1.96790566037736,-0.172,-4.252,0.954652118972611,-7.23008805031446,-5.085,-9.663,1.26925110174728,-6.32349685534591,-4.261,-8.916,1.09873124686529,"SITTING","2019-06-14 03:30:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"317",316,-1.96790566037736,-0.172,-4.252,0.954652118972611,-7.23008805031446,-5.085,-9.663,1.26925110174728,-6.32349685534591,-4.261,-8.916,1.09873124686529,"SITTING","2019-06-14 03:30:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"318",317,-2.34721428571429,-0.938,-2.93,0.494512449507361,-7.66654761904762,-5.928,-8.973,0.889754260466666,-5.70169047619048,-3.256,-6.78,0.784674065879064,"SITTING","2019-06-14 03:31:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"319",318,-2.34721428571429,-0.938,-2.93,0.494512449507361,-7.66654761904762,-5.928,-8.973,0.889754260466666,-5.70169047619048,-3.256,-6.78,0.784674065879064,"SITTING","2019-06-14 03:31:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"320",319,-0.978104761904762,5.631,-6.627,2.12834741436758,4.50961428571429,8.351,-1.264,2.45554315389817,7.90725238095238,10.397,4.661,1.34085936812553,"SITTING","2019-06-14 03:32:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"321",320,-0.978104761904762,5.631,-6.627,2.12834741436758,4.50961428571429,8.351,-1.264,2.45554315389817,7.90725238095238,10.397,4.661,1.34085936812553,"SITTING","2019-06-14 03:32:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"322",321,0.620568571428571,19.604,-19.614,4.8276029159017,-4.17983714285714,9.318,-14.72,6.85835166562565,2.56745428571429,11.741,-7.431,4.85350976741308,"SITTING","2019-06-14 03:33:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"323",322,0.620568571428571,19.604,-19.614,4.8276029159017,-4.17983714285714,9.318,-14.72,6.85835166562565,2.56745428571429,11.741,-7.431,4.85350976741308,"SITTING","2019-06-14 03:33:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"324",323,5.05901041666667,5.142,4.97,0.0343316624742469,-0.929145833333334,-0.794,-1.043,0.0440807821037376,-8.41907291666667,-8.265,-8.6,0.0583106462774872,"SITTING","2019-06-14 03:34:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"325",324,5.05901041666667,5.142,4.97,0.0343316624742469,-0.929145833333334,-0.794,-1.043,0.0440807821037376,-8.41907291666667,-8.265,-8.6,0.0583106462774872,"SITTING","2019-06-14 03:34:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"326",325,-1.63748407643312,8.983,-15.505,3.69155030251015,-2.7554076433121,5.899,-12.095,5.02231511249264,-0.638101910828025,17.708,-16.453,7.55057021041246,"SITTING","2019-06-14 03:37:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"327",326,-1.63748407643312,8.983,-15.505,3.69155030251015,-2.7554076433121,5.899,-12.095,5.02231511249264,-0.638101910828025,17.708,-16.453,7.55057021041246,"SITTING","2019-06-14 03:37:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"328",327,-2.59886868686869,-2.432,-2.806,0.0621616796559251,-0.805505050505051,-0.641,-0.919,0.0456672467224783,-9.48458585858586,-9.299,-9.644,0.0884283418068807,"SITTING","2019-06-14 03:38:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"329",328,-2.59886868686869,-2.432,-2.806,0.0621616796559251,-0.805505050505051,-0.641,-0.919,0.0456672467224783,-9.48458585858586,-9.299,-9.644,0.0884283418068807,"SITTING","2019-06-14 03:38:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"330",329,-2.59867785234899,-2.499,-2.7,0.0422680104673729,-0.769570469798658,-0.67,-0.871,0.0448347197498553,-9.46870469798658,-9.299,-9.644,0.0773035000917065,"SITTING","2019-06-14 03:39:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"331",330,-2.59867785234899,-2.499,-2.7,0.0422680104673729,-0.769570469798658,-0.67,-0.871,0.0448347197498553,-9.46870469798658,-9.299,-9.644,0.0773035000917065,"SITTING","2019-06-14 03:39:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"332",331,-1.024792,10.027,-5.439,2.33189551039957,0.419764,7.872,-10.477,2.62307708194313,-0.843244,16.865,-10.793,9.15741624091104,"SITTING","2019-06-14 03:40:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"333",332,-1.024792,10.027,-5.439,2.33189551039957,0.419764,7.872,-10.477,2.62307708194313,-0.843244,16.865,-10.793,9.15741624091104,"SITTING","2019-06-14 03:40:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"334",333,-0.244594017094017,-0.153,-0.344,0.0340035615165657,0.178611111111111,0.344,0.076,0.0374632071929344,9.80196581196581,9.803,9.801,0.000224339715251515,"SITTING","2019-06-14 03:41:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"335",334,-0.244594017094017,-0.153,-0.344,0.0340035615165657,0.178611111111111,0.344,0.076,0.0374632071929344,9.80196581196581,9.803,9.801,0.000224339715251515,"SITTING","2019-06-14 03:41:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"336",335,-0.245511961722488,-0.114,-0.344,0.0388776569767074,0.174052631578947,0.306,0.114,0.0345206474622736,9.80198086124402,9.803,9.801,0.000258726958989703,"SITTING","2019-06-14 03:42:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"337",336,-0.245511961722488,-0.114,-0.344,0.0388776569767074,0.174052631578947,0.306,0.114,0.0345206474622736,9.80198086124402,9.803,9.801,0.000258726958989703,"SITTING","2019-06-14 03:42:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"338",337,-2.196275,-2.011,-2.451,0.0772101750707365,0.565283333333333,0.679,0.392,0.0486916525783663,-9.478075,-9.222,-9.653,0.0859538827394274,"SITTING","2019-06-14 03:46:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"339",338,-2.196275,-2.011,-2.451,0.0772101750707365,0.565283333333333,0.679,0.392,0.0486916525783663,-9.478075,-9.222,-9.653,0.0859538827394274,"SITTING","2019-06-14 03:46:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"340",339,-0.243991031390135,-0.153,-0.383,0.0376110956207913,0.175403587443946,0.268,0.038,0.0369658764688234,9.80191479820627,9.803,9.801,0.000310341035306171,"SITTING","2019-06-14 03:48:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"341",340,-0.243991031390135,-0.153,-0.383,0.0376110956207913,0.175403587443946,0.268,0.038,0.0369658764688234,9.80191479820627,9.803,9.801,0.000310341035306171,"SITTING","2019-06-14 03:48:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"342",341,-2.027,-1.723,-2.911,0.192684386308992,9.49310447761194,9.807,9.347,0.0867321083337129,0.0274477611940298,0.049,0,0.0141937711286042,"SITTING","2019-06-14 03:50:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"343",342,-2.027,-1.723,-2.911,0.192684386308992,9.49310447761194,9.807,9.347,0.0867321083337129,0.0274477611940298,0.049,0,0.0141937711286042,"SITTING","2019-06-14 03:50:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"344",343,-2.07454771784232,-1.647,-2.298,0.166887683054163,9.49875933609958,9.692,9.308,0.0774674674055122,0.022045643153527,0.069,0,0.0154876964509078,"SITTING","2019-06-14 03:51:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"345",344,-2.07454771784232,-1.647,-2.298,0.166887683054163,9.49875933609958,9.692,9.308,0.0774674674055122,0.022045643153527,0.069,0,0.0154876964509078,"SITTING","2019-06-14 03:51:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"346",345,-1.88628,-1.379,-2.183,0.150159679399195,9.57178,9.768,9.423,0.0582111824915821,0.010468,0.028,-0.013,0.00738723636038381,"SITTING","2019-06-14 03:52:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"347",346,-1.88628,-1.379,-2.183,0.150159679399195,9.57178,9.768,9.423,0.0582111824915821,0.010468,0.028,-0.013,0.00738723636038381,"SITTING","2019-06-14 03:52:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"348",347,-0.545,-0.545,-0.545,0,2.298,2.298,2.298,0,-9.548,-9.548,-9.548,0,"SITTING","2019-06-14 03:53:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"349",348,-0.545,-0.545,-0.545,0,2.298,2.298,2.298,0,-9.548,-9.548,-9.548,0,"SITTING","2019-06-14 03:53:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"350",349,-1.70874596774194,0.804,-2.336,0.702243948166669,9.02178629032258,9.998,8.542,0.341658669509439,0.510927419354839,1.856,-0.18,0.398615014686344,"SITTING","2019-06-14 03:54:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"351",350,-1.70874596774194,0.804,-2.336,0.702243948166669,9.02178629032258,9.998,8.542,0.341658669509439,0.510927419354839,1.856,-0.18,0.398615014686344,"SITTING","2019-06-14 03:54:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"352",351,-2.51899056603774,-0.114,-3.026,0.315619198692925,9.16157075471698,9.96,8.619,0.201321227584686,0.187014150943396,0.975,0.003,0.239403454479695,"SITTING","2019-06-14 03:55:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"353",352,-2.51899056603774,-0.114,-3.026,0.315619198692925,9.16157075471698,9.96,8.619,0.201321227584686,0.187014150943396,0.975,0.003,0.239403454479695,"SITTING","2019-06-14 03:55:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"354",353,0.109916666666667,0.124,0.076,0.0202580986829711,-0.000154761904761905,0.028,-0.047,0.021511831458844,10.28825,10.372,10.247,0.0361329122739587,"SITTING","2019-06-14 03:56:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"355",354,0.109916666666667,0.124,0.076,0.0202580986829711,-0.000154761904761905,0.028,-0.047,0.021511831458844,10.28825,10.372,10.247,0.0361329122739587,"SITTING","2019-06-14 03:56:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"356",355,-0.105,-0.105,-0.105,0,2.135,2.135,2.135,0,-9.711,-9.711,-9.711,0,"SITTING","2019-06-14 03:57:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"357",356,-0.105,-0.105,-0.105,0,2.135,2.135,2.135,0,-9.711,-9.711,-9.711,0,"SITTING","2019-06-14 03:57:00","2019-06-14 02:31:58","2019-06-14 03:57:55"
"358",357,-0.602637681159421,1.13,-7.613,3.49143476907826,2.20628985507246,4.28,-5.889,3.96791069757444,7.51651207729468,10.889,-2.921,5.18356756843237,"STANDING","2019-06-14 04:48:00","2019-06-14 04:47:34","2019-06-14 04:48:38"
"359",358,2.62403431372549,4.913,-2.059,1.58342076343836,-9.76598529411765,-5.133,-17.621,1.4297865164217,-1.42102941176471,2.241,-6.962,1.27660644248057,"WALKING","2019-06-14 04:51:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"360",359,0.655459459459459,17.765,-8.782,4.868019183642,-10.9169189189189,0.239,-19.604,5.1681557579606,1.06862162162162,18.416,-9.95,7.10841178859515,"WALKING","2019-06-14 04:52:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"361",360,1.43491457286432,18.608,-7.565,4.87760894242278,-10.4384271356784,-0.172,-19.604,4.79145095039516,0.592934673366834,18.416,-16.539,6.69383920899831,"WALKING","2019-06-14 04:53:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"362",361,-0.216979249011858,16.75,-12.354,4.55084020726411,-6.70116007905138,6.55,-19.604,6.86592122249438,2.23758201581028,18.416,-20.801,6.50683516904374,"WALKING","2019-06-14 04:54:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"363",362,-1.29094326241135,14.404,-19.614,4.84273150014247,-3.81295035460993,6.751,-19.604,8.07126124798547,2.64618439716312,9.289,-12.105,5.12267906833752,"WALKING","2019-06-14 04:55:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"364",363,-1.65989558232932,4.893,-12.067,2.84429894650993,-10.2608112449799,-2.327,-19.604,3.53526852229244,-0.872032128514056,8.533,-20.801,5.80059716744436,"WALKING","2019-06-14 04:56:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"365",364,1.73669483568075,15.658,-5.65,2.97486597221822,0.588079812206573,4.204,-9.921,1.61138288734791,7.08523943661972,10.381,0.392,2.20349024896988,"WALKING","2019-06-14 04:57:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"366",365,-1.09083168316832,6.665,-14.499,4.2102862692507,-9.79463366336634,0.373,-19.221,4.61823968795239,-0.897094059405941,11.77,-19.949,6.07434466183067,"WALKING","2019-06-14 04:58:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"367",366,-1.19859405940594,7.336,-16.147,4.19352732392218,-10.7596188118812,0.239,-17.995,4.49956344352771,-0.324282178217822,12.431,-16.137,5.91124084713312,"WALKING","2019-06-14 04:59:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"368",367,-2.84118666666667,-0.67,-3.256,0.236786787758825,-9.53775555555555,-8.964,-10.132,0.26095322818771,-0.652257777777778,1.168,-2.384,0.291501217904287,"WALKING","2019-06-14 05:00:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"369",368,-1.32473869346734,19.604,-16.673,3.69378580235957,-9.17962814070352,0.565,-19.604,4.2637406446155,-0.829819095477387,14.576,-20.801,5.76687517788595,"WALKING","2019-06-14 05:01:00","2019-06-14 04:50:05","2019-06-14 05:01:30"
"370",369,0.153,0.153,0.153,0,-0.708,-0.708,-0.708,0,-9.749,-9.749,-9.749,0,"STANDING","2019-06-14 05:27:00","2019-06-14 05:25:26","2019-06-14 05:31:09"
"371",370,0.565,0.565,0.565,0,-0.814,-0.814,-0.814,0,9.874,9.874,9.874,0,"STANDING","2019-06-14 05:30:00","2019-06-14 05:25:26","2019-06-14 05:31:09"
"372",371,2.04121153846154,19.604,-8.954,4.41089758449786,-0.582067307692308,9.127,-18.713,6.58007653401656,5.64564423076923,17.43,-11.617,5.05879311745242,"STANDING","2019-06-14 05:31:00","2019-06-14 05:25:26","2019-06-14 05:31:09"
"373",372,-0.198712918660287,0.191,-0.306,0.0506206087895921,0.241392344497608,0.344,0.153,0.0394055484520115,9.78325837320574,9.843,5.946,0.266720792214,"WALKING","2019-06-14 05:41:00","2019-06-14 05:31:52","2019-06-14 05:48:48"
"374",373,0.341724576271186,5.133,-3.026,0.971235315828551,6.32351694915254,11.224,-0.727,4.26736904294059,3.51799576271186,11.99,-3.804,4.60242861652354,"WALKING","2019-06-14 05:45:00","2019-06-14 05:31:52","2019-06-14 05:48:48"
