"","X.1","X","mean_x","max_x","min_x","sd_x","mean_y","max_y","min_y","sd_y","mean_z","max_z","min_z","sd_z","act","time","time0_start","time1_finish"
"249",250,249,-6.617,-6.617,-6.617,0,-1.676,-1.676,-1.676,0,-7.556,-7.556,-7.556,0,"STANDING","2019-06-14 05:48:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"250",251,250,0.597971830985916,0.727,0.498,0.0449341148178293,9.4489014084507,9.538,9.347,0.0412842727591537,0.1761220657277,0.19,0.155,0.00674355957285473,"STANDING","2019-06-14 05:49:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"251",252,251,-0.980239436619718,-0.019,-1.34,0.385576172381346,5.35481690140845,5.621,4.74,0.29267462723056,7.54625352112676,9.414,7,0.460513431425338,"STANDING","2019-06-14 05:50:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"252",253,252,-0.73463,-0.612,-0.804,0.0462052196535448,9.08025,9.194,8.964,0.0487231666632719,0.50804,0.528,0.46,0.0116132282637977,"STANDING","2019-06-14 05:51:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"253",254,253,-0.821827004219409,-0.651,-0.996,0.097904093229405,9.05345569620253,9.194,8.925,0.0473324334644864,0.51915611814346,0.549,0.486,0.0161112687730516,"STANDING","2019-06-14 05:52:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"254",255,254,-1.0161375,-0.881,-1.149,0.0660914942875013,9.02048333333333,9.155,8.887,0.0433578055562078,0.535954166666667,0.571,0.499,0.0113381822119636,"STANDING","2019-06-14 05:53:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"255",256,255,-3.782,-3.782,-3.782,0,-0.488,-0.488,-0.488,0,-9.241,-9.241,-9.241,0,"STANDING","2019-06-14 05:54:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"256",257,256,3.76489671361502,5.976,-0.708,0.46775639587864,4.94319248826291,5.363,2.758,0.271363982294452,8.78828169014085,10.573,8.063,0.213822037387641,"STANDING","2019-06-14 05:55:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"257",258,257,-3.94687081339713,-1.302,-5.018,0.486418848042081,8.01333492822966,9.002,6.167,0.251987165376608,1.1221004784689,4.71,0.536,0.284157415829543,"STANDING","2019-06-14 05:56:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"258",259,258,-4.02966507177034,-3.945,-4.137,0.0380276060544231,7.97564593301435,8.044,7.814,0.0371920560585306,1.16881339712919,1.269,1.008,0.0484586323622867,"STANDING","2019-06-14 05:57:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"259",260,259,-0.067,-0.067,-0.067,0,-0.277,-0.277,-0.277,0,9.462,9.462,9.462,0,"STANDING","2019-06-14 05:58:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"260",261,260,-1.20887696335079,2.662,-3.802,1.69288439128314,-3.19104188481675,6.119,-9.778,5.2844599222775,-3.66074607329843,11.799,-9.826,6.48723646446241,"STANDING","2019-06-14 05:59:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"261",262,261,0.495876777251185,6.359,-4.903,2.48807212305145,6.56823696682465,10.879,3.639,1.93485495476025,4.83291469194313,9.122,-5.809,3.79121727936484,"STANDING","2019-06-14 06:00:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"262",263,262,-3.95833472803347,-3.869,-4.06,0.0408637427259005,8.01478661087866,8.121,7.891,0.0399128313414684,1.18922175732218,1.298,1.041,0.0466820663954507,"STANDING","2019-06-14 06:01:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"263",264,263,0.221180156657963,0.861,0.134,0.0477199116900183,-0.20301044386423,0.948,-3.773,0.272040870996868,9.80931070496083,11.109,9.778,0.125027138688622,"STANDING","2019-06-14 06:02:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"264",265,264,-3.96572246696035,-3.869,-4.06,0.0392869810800315,8.01611453744493,8.121,7.891,0.0369082228185181,1.16596475770925,1.304,1.012,0.0565297211381262,"STANDING","2019-06-14 06:03:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"265",266,265,0.376,0.67,-0.593,0.386101508673561,2.79488235294118,3.284,2.011,0.353156637052339,-9.3985294117647,-9.213,-9.912,0.214774625377121,"STANDING","2019-06-14 06:04:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"266",267,266,0.0167089337175792,0.584,-4.778,0.762884080472176,1.62735446685879,3.16,-3.524,1.88692538196705,-9.32178386167147,-7.814,-11.214,0.311843839632654,"STANDING","2019-06-14 06:05:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"267",268,267,-0.467037878787879,-0.316,-0.9,0.0524886959118359,-0.903984848484848,-0.814,-1.915,0.0921815851267424,-9.58352272727272,-9.462,-9.615,0.0261700975585098,"STANDING","2019-06-14 06:06:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"268",269,268,-0.572268656716418,5.545,-2.777,0.826282922165699,-0.474174129353234,0.967,-3.304,0.423216841025216,-9.5730696517413,-7.795,-10.429,0.31015972518104,"STANDING","2019-06-14 06:07:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"269",270,269,-3.95491489361702,-3.83,-4.099,0.0475936457850475,8.00728936170213,8.083,7.929,0.0385483558799053,1.22810212765957,1.386,1.127,0.0530683138569962,"STANDING","2019-06-14 06:08:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"270",271,270,7.25133333333333,7.546,6.55,0.158025125380657,5.09654929577465,5.593,4.826,0.140732932079423,1.62527230046948,2.687,0.684,0.331123403765982,"STANDING","2019-06-14 06:09:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"271",272,271,6.93056626506024,7.393,6.742,0.130078418446859,5.34104819277109,5.478,4.98,0.102942193536512,2.31661445783133,2.804,1.64,0.245286881880316,"STANDING","2019-06-14 06:10:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"272",273,272,-0.973784,-0.689,-1.407,0.0668942975004309,-2.337456,-2.164,-2.547,0.0585549436585307,-9.3771,-9.222,-9.567,0.0568216455129346,"STANDING","2019-06-14 06:11:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"273",274,273,6.88068398268398,8.044,6.129,0.226390254924851,5.43351082251082,5.899,4.252,0.279125807095496,2.08973593073593,3.154,0.292,0.542758994044698,"STANDING","2019-06-14 06:12:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"274",275,274,7.22006593406594,7.546,6.742,0.150360958452046,5.23005494505495,5.707,4.98,0.113738722287077,1.35842857142857,2.082,0.509,0.468061893885773,"STANDING","2019-06-14 06:13:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"275",276,275,0.148639784946237,0.268,0.038,0.0348014340797553,9.57279032258065,9.653,9.423,0.0400346351794223,0.0955,0.111,0.082,0.00551288417181895,"STANDING","2019-06-14 06:14:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"276",277,276,0.141191666666667,0.268,0.038,0.0388482286276155,9.57991666666666,9.692,9.462,0.0376847934068155,0.0949375,0.115,0.038,0.00861449165808388,"STANDING","2019-06-14 06:15:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"277",278,277,-4.06755605381166,-3.869,-4.367,0.07652571402398,7.64212556053812,7.891,7.316,0.225009434079545,2.8140269058296,4.465,1.619,1.29170283559688,"STANDING","2019-06-14 06:16:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"278",279,278,-3.9946452991453,-3.869,-4.099,0.0437303265308392,7.37226923076923,7.508,7.24,0.0409072036040338,4.36094871794872,4.48,4.237,0.0492025412222476,"STANDING","2019-06-14 06:17:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"279",280,279,-3.98795689655172,-3.869,-4.099,0.0430426934418048,7.37951724137931,7.508,7.278,0.0405327045032576,4.344625,4.462,4.227,0.0521518916741742,"STANDING","2019-06-14 06:18:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"280",281,280,-3.98805957446809,-3.869,-4.099,0.047026686638848,7.38065531914894,7.47,7.24,0.0433994112002214,4.36626382978724,4.478,4.209,0.0489000219597416,"STANDING","2019-06-14 06:19:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"281",282,281,-2.95486124401914,12.067,-5.554,2.83831731110861,6.97256937799043,9.807,0.153,1.41696068502409,4.78656459330144,9.516,0.089,1.25583823021562,"STANDING","2019-06-14 06:20:00","2019-06-14 05:45:49","2019-06-14 06:20:57"
"282",283,282,0.21,0.21,0.21,0,-0.22,-0.22,-0.22,0,9.96,9.96,9.96,0,"CARRYING","2019-06-14 06:22:00","2019-06-14 06:21:12","2019-06-14 06:23:37"
"283",284,283,0.1931875,0.201,0.191,0.00420013440645155,-0.19465625,-0.172,-0.201,0.0121803897787095,9.9073125,9.941,9.787,0.0646820698593538,"SITTING","2019-06-14 06:37:00","2019-06-14 06:36:54","2019-06-14 06:45:45"
"284",285,284,0.191,0.191,0.191,0,-0.201,-0.201,-0.201,0,9.941,9.941,9.941,0,"SITTING","2019-06-14 06:38:00","2019-06-14 06:36:54","2019-06-14 06:45:45"
"285",286,285,0.201555555555556,0.21,0.191,0.00950743058385015,-0.201,-0.201,-0.201,0,9.83433333333333,9.941,9.749,0.0960750880052227,"SITTING","2019-06-14 06:40:00","2019-06-14 06:36:54","2019-06-14 06:45:45"
"286",287,286,-7.69,-7.69,-7.69,0,-1.896,-1.896,-1.896,0,-6.158,-6.158,-6.158,0,"SITTING","2019-06-14 06:41:00","2019-06-14 06:36:54","2019-06-14 06:45:45"
"287",288,287,-0.24228125,-0.201,-0.277,0.0158566855239817,0.37396875,0.421,0.316,0.0231829809308188,-9.76121875,-9.749,-9.768,0.00465406083523441,"SITTING","2019-06-14 06:43:00","2019-06-14 06:36:54","2019-06-14 06:45:45"
"288",289,288,-6.8504606741573,-6.273,-7.824,0.739589106687868,-0.958932584269663,-0.66,-1.896,0.353767283476042,-7.15774157303371,-6.091,-7.805,0.828108640875671,"SITTING","2019-06-14 06:44:00","2019-06-14 06:36:54","2019-06-14 06:45:45"
"289",290,289,-0.26944,-0.239,-1,0.1522,3.20768,71,0.383,14.1234,3.53636,322.625,-9.759,66.4768,"SITTING","2019-06-14 06:45:00","2019-06-14 06:36:54","2019-06-14 06:45:45"
"290",291,290,-0.24451724137931,-0.239,-0.249,0.00499474986729882,0.371965517241379,0.383,0.363,0.00998949973459765,-9.759,-9.759,-9.759,0,"WALKING","2019-06-14 06:47:00","2019-06-14 06:46:52","2019-06-14 07:00:17"
"291",292,291,-0.4248,0.517,-3.505,0.747932631359691,-0.1651,3.026,-0.478,0.75188359261398,-10.04955,-8.581,-10.142,0.351592239151519,"WALKING","2019-06-14 06:50:00","2019-06-14 06:46:52","2019-06-14 07:00:17"
"292",293,292,-0.249,-0.249,-0.249,0,0.363,0.363,0.363,0,-9.759,-9.759,-9.759,0,"WALKING","2019-06-14 06:52:00","2019-06-14 06:46:52","2019-06-14 07:00:17"
"293",294,293,0.819309859154929,3.026,-0.325,0.718366791361238,5.46895305164319,6.359,4.625,0.287856370848875,7.62037558685446,9.213,5.889,0.447582067699003,"WALKING","2019-06-14 06:57:00","2019-06-14 06:46:52","2019-06-14 07:00:17"
"294",295,294,-3.476,-3.476,-3.476,0,2.988,2.988,2.988,0,-8.581,-8.581,-8.581,0,"WALKING","2019-06-14 06:58:00","2019-06-14 06:46:52","2019-06-14 07:00:17"
"295",296,295,0.233211920529801,0.239,0.22,0.00877390773564677,-0.057,-0.057,-0.057,0,9.86696688741722,9.902,9.787,0.0531052310315454,"WALKING","2019-06-14 06:59:00","2019-06-14 06:46:52","2019-06-14 07:00:17"
"296",297,296,-3.476,-3.476,-3.476,0,2.988,2.988,2.988,0,-8.581,-8.581,-8.581,0,"WALKING","2019-06-14 07:00:00","2019-06-14 06:46:52","2019-06-14 07:00:17"
"297",298,297,8.657,8.657,8.657,0,-3.399,-3.399,-3.399,0,-2.949,-2.949,-2.949,0,"SITTING","2019-06-14 07:40:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"298",299,298,-0.176597222222222,-0.076,-0.229,0.0408065376294294,0.513069444444444,0.612,0.421,0.044813015711418,9.79151388888889,9.792,9.79,0.000556474201357302,"SITTING","2019-06-14 07:41:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"299",300,299,1.04019262295082,1.264,0.766,0.0931757476243426,1.1497868852459,1.34,0.957,0.071537061045416,9.68359426229509,9.693,9.667,0.0042148239116026,"SITTING","2019-06-14 07:42:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"300",301,300,1.78448936170213,3.447,-0.344,0.676739432500965,9.55807659574468,10.113,9.04,0.145171555178024,-0.0173872340425532,0.212,-0.199,0.030570344947024,"SITTING","2019-06-14 07:43:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"301",302,301,3.70326104417671,4.711,2.03,1.08273752149454,8.83509236947791,9.538,8.312,0.436901373289056,-0.055718875502008,-0.02,-0.088,0.0213012495170699,"SITTING","2019-06-14 07:44:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"302",303,302,1.14835111111111,1.57,0.766,0.127196018269017,1.06109777777778,1.379,0.766,0.138127461983373,9.68009333333333,9.694,9.648,0.00807471804019019,"SITTING","2019-06-14 07:45:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"303",304,303,-0.380277511961722,0.076,-0.574,0.11876661633354,9.67792344497608,9.845,9.577,0.0500817012835996,0.0391244019138756,0.061,0.007,0.0116875931814959,"SITTING","2019-06-14 07:46:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"304",305,304,1.09316901408451,1.532,0.881,0.0829823780876398,1.44200938967136,4.597,1.072,0.242213728920257,9.64130516431925,9.767,9.619,0.0151528632824571,"SITTING","2019-06-14 07:47:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"305",306,305,-1.95121161825726,2.336,-5.593,3.77726756962372,7.64746058091286,7.929,7.355,0.119764001887021,2.80088796680498,6.045,0.173,2.80382552653149,"SITTING","2019-06-14 07:48:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"306",307,306,0.397408510638298,2.336,-1.762,1.55906354588201,8.01705106382979,9.002,7.355,0.495364656268983,4.68645957446809,6.09,1.064,1.2815514542027,"SITTING","2019-06-14 07:49:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"307",308,307,-1.12527346938775,0.114,-1.953,0.405011519151864,8.55782448979592,8.964,8.198,0.169784668989934,2.92414285714286,4.842,0.55,1.02747183759419,"SITTING","2019-06-14 07:50:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"308",309,308,-2.46620987654321,-1.685,-2.988,0.332727001343011,8.86589711934156,9.04,8.581,0.10238544148477,0.54920987654321,1.686,0.279,0.463277759250431,"SITTING","2019-06-14 07:51:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"309",310,309,0.474544,8.734,-4.52,1.41957928607804,0.130068,2.375,-6.397,1.12716171221254,6.891712,10.426,-12.308,6.61511615043842,"SITTING","2019-06-14 07:52:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"310",311,310,0.839181236673774,8.523,-1.925,3.62153568668094,4.35486993603411,6.062,-2.988,3.470751254629,8.48584434968017,9.912,-4.185,3.18323890369996,"SITTING","2019-06-14 07:53:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"311",312,311,9.21284210526315,12.143,8.092,0.643678784063717,-1.41677894736842,7.814,-3.591,1.81525031829579,-2.02970526315789,2.614,-4.788,1.63100749772774,"SITTING","2019-06-14 07:54:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"312",313,312,0.115978902953586,0.229,0,0.0451671516361944,9.31139240506329,9.423,9.194,0.0458192148617488,0.305181434599156,0.329,0.274,0.0089526055085004,"SITTING","2019-06-14 07:55:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"313",314,313,9.71939090909091,9.941,9.05,0.122962153694456,-0.0503,0.823,-0.699,0.433046709914804,-0.939636363636364,0.086,-8.466,1.0720168226656,"SITTING","2019-06-14 07:56:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"314",315,314,0.108748953974895,0.229,0,0.0434358861643737,9.3081589958159,9.423,9.194,0.0428200238912381,0.30052719665272,0.325,0.271,0.0078477029829259,"SITTING","2019-06-14 07:57:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"315",316,315,-0.204042857142857,2.739,-5.296,1.55021240497772,1.31018095238095,3.878,-4.501,1.10048828032735,8.92467619047619,17.037,4.156,1.7112580279392,"SITTING","2019-06-14 07:58:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"316",317,316,0.109672268907563,0.191,0,0.0411881776581167,9.3091050420168,9.423,9.232,0.0344927298613688,0.303189075630252,0.324,0.283,0.00770951836391475,"SITTING","2019-06-14 07:59:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"317",318,317,0.0723963133640553,1.225,-0.268,0.190201914118901,7.40917511520737,9.462,-1.264,3.62789627678612,2.26808294930876,10.473,0.258,3.81961994577008,"SITTING","2019-06-14 08:00:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"318",319,318,9.53122302158274,11.329,7.623,0.26976853619831,-1.44414868105516,3.208,-2.26,1.37886641950582,0.341335731414868,0.9,-5.152,0.84060239817714,"SITTING","2019-06-14 08:01:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"319",320,319,-3.21248756218905,2.901,-14.777,3.12411138903441,-9.92466169154229,-1.168,-19.604,4.02187611134097,-0.910726368159204,8.581,-20.801,6.14210739809646,"SITTING","2019-06-14 08:02:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"320",321,320,2.29870731707317,2.49,2.183,0.0576151351511095,8.87295934959349,9.079,8.696,0.0662073739608107,-0.438764227642276,-0.348,-0.485,0.0421927818589499,"SITTING","2019-06-14 08:03:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"321",322,321,2.21935102040816,2.375,1.838,0.0779231392075197,8.94083265306122,9.079,8.734,0.0783257212002478,-0.395371428571428,-0.323,-0.505,0.0580907007032685,"SITTING","2019-06-14 08:04:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"322",323,322,-3.6136592178771,3.514,-19.614,3.94223858595702,-10.0954469273743,-0.699,-19.604,3.45632519037282,-1.57927932960894,6.1,-20.801,5.61151432426438,"SITTING","2019-06-14 08:05:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"323",324,323,-2.44220952380952,-0.679,-3.112,0.354979713558465,1.32046666666667,2.039,0.067,0.30543670411934,-9.20481904761905,-8.38,-9.701,0.168091099756264,"SITTING","2019-06-14 08:06:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"324",325,324,1.08716267942584,2.719,0.421,0.579543622125749,9.3855023923445,9.577,9.232,0.0624661542512545,-0.179181818181818,-0.012,-0.285,0.0805903426080217,"SITTING","2019-06-14 08:07:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"325",326,325,0.691179775280899,0.766,0.574,0.0531080720190942,9.57710112359551,9.692,9.5,0.0438693942142265,-0.0830449438202247,-0.064,-0.1,0.00883164520908085,"SITTING","2019-06-14 08:08:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"326",327,326,0.361621212121212,2.384,-7.929,0.74806360301795,4.67791287878788,9.692,-3.399,4.80229136485145,5.05319507575758,12.411,-0.112,4.83298384127969,"SITTING","2019-06-14 08:09:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"327",328,327,-2.64503636363636,-1.676,-6.311,0.486166101372466,-0.644018181818182,2.518,-2.719,0.835662829713465,-9.29866363636363,-6.234,-11.435,0.400370359986433,"SITTING","2019-06-14 08:10:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"328",329,328,-2.221,-2.221,-2.221,0,-2.614,-2.614,-2.614,0,-9.213,-9.213,-9.213,0,"SITTING","2019-06-14 08:11:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"329",330,329,3.18230555555555,4.673,1.417,0.90734787522023,9.09142592592593,9.615,8.542,0.303629140486593,-0.0454398148148148,-0.015,-0.121,0.0155412755144714,"SITTING","2019-06-14 08:12:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"330",331,330,-2.613,-2.604,-2.624,0.0100766294731156,-2.17895,-2.174,-2.183,0.00453448326290196,-9.12845,-9.107,-9.146,0.019649427472576,"SITTING","2019-06-14 08:13:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"331",332,331,-2.21495588235294,6.704,-10.726,4.33020350025201,5.64975735294118,9.615,0.421,2.5161403025602,3.79915441176471,9.535,-5.431,4.51434534506377,"SITTING","2019-06-14 08:14:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"332",333,332,5.171875,13.522,-0.191,3.15674283839011,7.44857142857143,9.845,3.026,1.99494752591862,-0.0607857142857142,8.582,-5.151,2.37726677826973,"SITTING","2019-06-14 08:16:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"333",334,333,0.407976076555024,0.421,0,0.0403012025244556,-0.257153110047847,0,-0.268,0.0259082237907703,9.46214354066986,9.596,-1.666,1.09649491320372,"SITTING","2019-06-14 08:17:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"334",335,334,0.420897755610972,0.469,-1,0.0868349988193132,-0.0836234413965087,71,-0.306,3.55878286010107,10.3207007481297,322.625,-1.666,15.6753744413084,"SITTING","2019-06-14 08:18:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"335",336,335,0.381446428571429,0.45,-1,0.150592678526909,0.619657142857143,71,-0.296,7.340915162027,13.1140821428571,322.625,9.739,32.268124632212,"SITTING","2019-06-14 08:19:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"336",337,336,-0.526230158730159,3.026,-1.57,0.587627306375717,4.28461904761905,10.343,0.038,1.63709666171399,8.55881349206349,11.386,1.654,1.02682125483406,"SITTING","2019-06-14 08:21:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"337",338,337,-0.306133630289532,0.191,-1,0.421867991958149,2.90707126948775,71,-0.296,6.8730912450488,11.9748285077951,322.625,4.343,29.491799679325,"SITTING","2019-06-14 08:22:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"338",339,338,-0.309339168490153,0.172,-1,0.422956144373553,2.6146170678337,71,-0.287,5.10540567231621,10.4942407002188,322.625,-1.666,20.7353123283498,"SITTING","2019-06-14 08:23:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"339",340,339,-2.13753588516746,-1.992,-2.336,0.0498233408414383,3.85874641148325,3.984,3.792,0.0395415774247021,8.76606220095694,11.114,8.744,0.163246189014705,"SITTING","2019-06-14 08:24:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"340",341,340,8.87581818181818,8.935,8.83,0.0360217106251717,-4.05054545454545,-3.993,-4.089,0.0321227758338649,-3.84181818181818,-3.811,-3.888,0.0250472281173713,"SITTING","2019-06-14 08:25:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"341",342,341,-1.09852561247216,0.181,-2.26,1.14746358675833,2.59207795100223,71,-0.306,6.80906275021172,12.0141091314031,322.625,8.736,29.4859711158049,"SITTING","2019-06-14 08:26:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"342",343,342,-2.39688796680498,-1.379,-2.834,0.190003705831226,1.83102489626556,3.907,0.191,1.70582166644433,9.16016597510374,9.513,7.757,0.400459295481429,"SITTING","2019-06-14 08:27:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"343",344,343,-2.366924,-2.26,-2.49,0.0431121427373498,0.32684,0.727,0.153,0.0496491950617643,9.510104,9.518,9.504,0.0023381728355354,"SITTING","2019-06-14 08:28:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"344",345,344,-1.49926933333333,0.172,-2.451,1.19677535072369,1.25651466666667,71,-0.306,8.90975392052157,14.6112346666667,322.625,9.504,39.329167003928,"SITTING","2019-06-14 08:29:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"345",346,345,-0.619632411067194,0.191,-2.49,1.15905182720692,0.478683794466403,71,-0.316,6.31366362485928,12.172347826087,322.625,9.502,27.7675697100189,"SITTING","2019-06-14 08:31:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"346",347,346,-0.315332330827068,3.141,-2.49,1.11027023842923,2.32434736842105,71,-0.296,7.98810209363716,11.2629248120301,322.625,-3.323,32.3605876977216,"SITTING","2019-06-14 08:32:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"347",348,347,-0.515153225806452,5.516,-4.405,1.14842342939699,8.00236693548387,9.462,1.034,2.24813343863985,1.51228629032258,13.025,-5.884,3.88715869437779,"SITTING","2019-06-14 08:33:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"348",349,348,0.0383178294573643,2.988,-4.175,0.483664754855503,0.494038759689922,71,-0.287,6.26549734801214,12.1842635658915,322.625,7.374,27.4935245611412,"SITTING","2019-06-14 08:34:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"349",350,349,-0.223067146282974,0.191,-1,0.38627562810143,0.335908872901679,71,-0.296,4.91769039230415,11.2831270983213,322.625,9.778,21.6396310294788,"SITTING","2019-06-14 08:36:00","2019-06-14 07:39:21","2019-06-14 08:37:35"
"350",351,350,0.211976377952756,3.131,0.057,0.261903218541661,-0.21596062992126,0.172,-0.814,0.0699863229523608,9.7366220472441,10.036,8.724,0.124463238322872,"CYCLING","2019-06-14 09:42:00","2019-06-14 09:41:11","2019-06-14 09:49:49"
"351",352,351,-0.0996028708133971,6.589,-5.947,1.56297654892571,0.39611961722488,3.907,-2.566,0.676760943794784,9.63992344497608,15.629,5.19,0.802113868208679,"CYCLING","2019-06-14 09:43:00","2019-06-14 09:41:11","2019-06-14 09:49:49"
"352",353,352,0.009,0.009,0.009,0,-0.172,-0.172,-0.172,0,10.084,10.084,10.084,0,"CYCLING","2019-06-14 09:45:00","2019-06-14 09:41:11","2019-06-14 09:49:49"
"353",354,353,0.0329370078740157,0.057,0.009,0.0194629269204162,-0.188826771653543,-0.162,-0.191,0.00625781351362068,10.0394645669291,10.103,9.979,0.0590783439058695,"CYCLING","2019-06-14 09:47:00","2019-06-14 09:41:11","2019-06-14 09:49:49"
"354",355,354,-4.194,-4.194,-4.194,0,-14.825,-14.825,-14.825,0,-1.168,-1.168,-1.168,0,"CYCLING","2019-06-14 09:48:00","2019-06-14 09:41:11","2019-06-14 09:49:49"
"355",356,355,-4.194,-4.194,-4.194,0,-14.825,-14.825,-14.825,0,-1.168,-1.168,-1.168,0,"CYCLING","2019-06-14 09:49:00","2019-06-14 09:41:11","2019-06-14 09:49:49"
"356",357,356,0.673314049586777,2.174,-1,0.294420448595141,1.70601652892562,71,0,9.02314468462767,14.6297355371901,322.625,-3.648,40.1131093662593,"STANDING","2019-06-14 09:50:00","2019-06-14 09:49:54","2019-06-14 09:50:36"
"357",359,358,7.92267804878049,8.083,7.738,0.0547699623926091,-3.69088780487805,-3.486,-3.945,0.0693128888897026,-2.36341463414634,-2.194,-2.595,0.0638506896525456,"SITTING","2019-06-15 07:11:00","2019-06-15 07:10:27","2019-06-15 08:03:53"
"358",360,359,0.470333333333333,0.718,0.344,0.155390690411835,-10.4068333333333,-10.123,-10.592,0.212575084773985,-0.618833333333333,0.134,-1.206,0.652995686560537,"SITTING","2019-06-15 07:12:00","2019-06-15 07:10:27","2019-06-15 08:03:53"
"359",361,360,-7.12592356687898,-6.512,-7.814,0.651783456070886,-2.24067515923567,-1.168,-3.38,1.07924126491931,-6.53644585987261,-5.564,-7.431,0.921151713574833,"SITTING","2019-06-15 07:13:00","2019-06-15 07:10:27","2019-06-15 08:03:53"
"360",362,361,-0.574,-0.574,-0.574,0,2.221,2.221,2.221,0,-9.347,-9.347,-9.347,0,"SITTING","2019-06-15 07:14:00","2019-06-15 07:10:27","2019-06-15 08:03:53"
