"","X.1","X","mean_x","max_x","min_x","sd_x","mean_y","max_y","min_y","sd_y","mean_z","max_z","min_z","sd_z","act","time","time0_start","time1_finish"
"522",524,523,-9.28364253393665,-9.222,-9.356,0.0226206623346682,0.355723981900453,0.421,0.277,0.0323989451915791,-4.69725791855204,-4.501,-4.893,0.0796228124758035,"SITTING","2019-06-16 03:35:00","2019-06-16 02:11:02","2019-06-16 03:42:27"
"523",525,524,-9.31599024390244,-9.261,-9.376,0.0281071113470159,0.546424390243903,0.622,0.488,0.0252314849656625,-4.44994146341463,-4.204,-4.702,0.0905923669457216,"SITTING","2019-06-16 03:36:00","2019-06-16 02:11:02","2019-06-16 03:42:27"
"524",526,525,1.01639416058394,5.008,-2.844,2.38897582308463,-4.25779075425791,0.459,-17.574,4.95111469636861,-6.41414841849148,0.067,-10.362,3.65550545100243,"SITTING","2019-06-16 03:37:00","2019-06-16 02:11:02","2019-06-16 03:42:27"
"525",527,526,-9.366,-9.366,-9.366,0,0.172,0.172,0.172,0,-4.491,-4.491,-4.491,0,"SITTING","2019-06-16 03:43:00","2019-06-16 03:42:30","2019-06-16 03:46:07"
"526",528,527,-9.38144827586207,-9.337,-9.596,0.0429755629954786,0.238172413793103,0.421,0.143,0.081317310125879,-4.20303448275862,-3.447,-4.539,0.337913290099125,"SITTING","2019-06-16 03:44:00","2019-06-16 03:42:30","2019-06-16 03:46:07"
"527",529,528,5.0483962962963,5.171,4.865,0.0510128854738961,0.288262962962963,0.421,0.153,0.052213115247298,-8.40201111111111,-8.371,-8.434,0.0146105536367125,"WALKING","2019-06-16 04:41:00","2019-06-16 04:40:20","2019-06-16 04:41:15"
"528",530,529,-0.159271028037383,-0.076,-0.229,0.0265722830817838,0.0771028037383178,0.153,0,0.0375190353145282,9.80499065420561,9.805,9.804,9.66736489045665e-05,"DOWNSTAIRS","2019-06-16 09:42:00","2019-06-16 09:41:48","2019-06-16 09:43:03"
"529",531,530,-0.165331896551724,-0.076,-0.268,0.035711169628204,0.0694741379310345,0.153,-0.038,0.0399873272580822,9.80499137931035,9.805,9.804,9.26464821367077e-05,"DOWNSTAIRS","2019-06-16 09:43:00","2019-06-16 09:41:48","2019-06-16 09:43:03"
"530",532,531,-0.162044052863436,-0.076,-0.268,0.0369148481692669,0.0737004405286344,0.153,-0.038,0.0381868734081495,9.80499118942731,9.805,9.804,9.36567555082778e-05,"WALKING","2019-06-16 09:44:00","2019-06-16 09:43:05","2019-06-16 09:45:44"
"531",533,532,-6.905,-6.905,-6.905,0,-0.019,-0.019,-0.019,0,7.489,7.489,7.489,0,"WALKING","2019-06-16 09:45:00","2019-06-16 09:43:05","2019-06-16 09:45:44"
"532",534,533,9.308,9.308,9.308,0,0.928,0.928,0.928,0,-3.591,-3.591,-3.591,0,"SITTING","2019-06-17 01:55:00","2019-06-17 01:54:01","2019-06-17 01:58:39"
"533",535,534,3.11685714285714,3.217,3.064,0.0359759888954214,-5.2787619047619,-5.209,-5.363,0.0415896384397806,-7.64766666666667,-7.627,-7.673,0.0119483985388116,"SITTING","2019-06-17 01:56:00","2019-06-17 01:54:01","2019-06-17 01:58:39"
"534",536,535,3.02926363636364,3.217,2.719,0.0977588943158023,-5.35082727272727,-5.248,-5.478,0.0536768891021677,-7.64095454545455,-7.575,-7.728,0.0465591044641872,"SITTING","2019-06-17 01:57:00","2019-06-17 01:54:01","2019-06-17 01:58:39"
"535",537,536,2.05782661290323,3.945,1.149,0.44469259520275,-4.85828629032258,-1.762,-7.316,0.40500417688348,-8.24163306451613,-7.273,-8.428,0.264072355506587,"SITTING","2019-06-17 01:58:00","2019-06-17 01:54:01","2019-06-17 01:58:39"
"536",538,537,1.65271595330739,2.911,0.651,0.341724385610773,-4.85543579766537,-4.29,-5.401,0.182158962073024,-8.34403501945525,-8.237,-8.432,0.0374028264319325,"WALKING","2019-06-17 01:59:00","2019-06-17 01:58:42","2019-06-17 02:00:10"
"537",539,538,1.29085915492958,1.379,1.187,0.0417474309823025,0.951173708920188,1.072,0.881,0.0385783063471297,9.67439436619718,9.677,9.671,0.00135087888832713,"WALKING","2019-06-17 02:00:00","2019-06-17 01:58:42","2019-06-17 02:00:10"
"538",540,539,2.42636516853933,2.681,2.145,0.0872203283218443,-5.61885393258427,-5.324,-5.784,0.0665067093275359,-7.6615,-7.585,-7.755,0.0393951802380533,"SITTING","2019-06-17 02:01:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"539",541,540,-0.986143540669856,-0.881,-1.11,0.0526338812065472,0.718521531100478,0.842,0.651,0.0384207571796789,9.73048325358852,9.733,9.727,0.00118116506117038,"SITTING","2019-06-17 02:02:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"540",542,541,4.127,4.127,4.127,0,0.679,0.679,0.679,0,9.012,9.012,9.012,0,"SITTING","2019-06-17 02:03:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"541",543,542,2.60895412844037,2.796,2.49,0.0602850305909661,-5.70289908256881,-5.554,-6.359,0.11699920425134,-7.54225688073394,-7.206,-7.641,0.0700946983346425,"SITTING","2019-06-17 02:04:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"542",544,543,2.55064016736402,2.643,2.451,0.0471448266761562,-5.61461087866109,-5.478,-5.784,0.05667854260725,-7.61986192468619,-7.384,-7.688,0.0362019570664306,"SITTING","2019-06-17 02:05:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"543",545,544,2.45617602996255,2.643,2.298,0.0754425222279809,-5.51009737827715,-5.401,-5.669,0.054223273731428,-7.73220599250936,-7.624,-7.784,0.0426924510597443,"SITTING","2019-06-17 02:06:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"544",546,545,-0.961215311004785,-0.881,-1.034,0.0381306780768442,0.798531100478469,0.919,0.689,0.0428924217714241,9.7267942583732,9.73,9.724,0.0011053913117771,"SITTING","2019-06-17 02:07:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"545",547,546,2.4268243902439,2.528,2.298,0.040223741772738,-5.13084878048781,-5.018,-5.248,0.0505827952709917,-7.9958487804878,-7.955,-8.031,0.0185596959749337,"SITTING","2019-06-17 02:08:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"546",548,547,2.40558373205742,8.772,-14.02,2.52533001345358,1.07895693779904,8.044,-10.803,5.64113519698267,2.91702870813397,10.962,-7.965,7.19456356985678,"SITTING","2019-06-17 02:09:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"547",549,548,-0.963942583732057,-0.842,-1.072,0.041222036617659,0.791540669856459,0.881,0.689,0.0460182815003064,9.72623444976077,9.729,9.723,0.0012738342365186,"SITTING","2019-06-17 02:10:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"548",550,549,-0.96867942583732,-0.881,-1.072,0.038004777124516,0.78111004784689,0.881,0.689,0.0413911030074191,9.72632057416268,9.729,9.723,0.00120798929229127,"SITTING","2019-06-17 02:11:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"549",551,550,-0.974215311004784,-0.842,-1.072,0.0497041879815737,0.789531100478469,0.881,0.651,0.0410226278931993,9.72639234449761,9.729,9.723,0.00126306204396485,"SITTING","2019-06-17 02:12:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"550",552,551,3.07449823321555,4.903,1.608,0.995929237049316,-5.76173498233216,-4.597,-7.163,0.466503658677111,-7.18399293286219,-5.577,-8.303,0.634613642405506,"SITTING","2019-06-17 02:13:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"551",553,552,2.0262,3.217,-1.34,1.03429566102275,-5.15706086956522,-4.252,-6.129,0.20456424181613,-8.01989565217391,-7.67,-8.826,0.198850731751562,"SITTING","2019-06-17 02:14:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"552",554,553,2.6108,3.639,1.723,0.476094789952177,-5.26546341463415,-4.788,-5.631,0.146143747654421,-7.8346487804878,-7.5,-8.129,0.160292849524861,"SITTING","2019-06-17 02:15:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"553",555,554,1.75779512195122,2.604,0.229,0.629592544066967,-5.3152487804878,-4.597,-6.244,0.243721034600707,-8.01293170731707,-7.498,-8.258,0.149848829771325,"SITTING","2019-06-17 02:16:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"554",556,555,1.01363902439024,1.723,0.536,0.277639395194107,-5.18831707317073,-4.903,-5.631,0.136211312014838,-8.2612487804878,-8.14,-8.325,0.0409164807029314,"SITTING","2019-06-17 02:17:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"555",557,556,0.593639024390244,0.689,0.459,0.0491609644984318,-4.66053170731707,-4.558,-4.788,0.0611929223409031,-8.61415609756097,-8.555,-8.647,0.0270691747194192,"SITTING","2019-06-17 02:18:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"556",558,557,-0.155685483870968,0,-0.181,0.0148192166169956,-0.0317459677419355,0,-0.095,0.0150221154065067,-9.51556048387097,-3.486,-9.797,0.395030655771113,"SITTING","2019-06-17 02:19:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"557",559,558,5.84750704225352,6.052,5.554,0.0608195304187841,3.03754460093897,3.294,2.911,0.0525525265666917,7.26233333333333,7.319,7.164,0.0211492153087556,"SITTING","2019-06-17 02:20:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"558",560,559,-4.35277631578947,-2.873,-5.707,0.590036335140758,5.478875,6.474,4.443,0.388362333591091,-6.818125,-5.771,-7.691,0.531805326037004,"SITTING","2019-06-17 02:21:00","2019-06-17 02:00:12","2019-06-17 02:21:33"
"559",561,560,-4.17830232558139,-3.754,-4.865,0.320481947497224,5.9653992248062,6.742,5.669,0.172786455098612,-6.54540697674418,-6.246,-6.729,0.140200277361164,"LYING","2019-06-17 02:22:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"560",562,561,-0.776131707317073,-0.651,-0.881,0.0457402857951259,-0.550824390243902,-0.459,-0.651,0.038734748931017,9.7604,9.763,9.759,0.000866591248603894,"LYING","2019-06-17 02:23:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"561",563,562,-0.774678048780488,-0.651,-0.881,0.0469768795457974,-0.561273170731707,-0.459,-0.689,0.0457952980739452,9.75995609756097,9.764,9.758,0.00113025434854092,"LYING","2019-06-17 02:24:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"562",564,563,-0.749409756097561,-0.536,-0.842,0.0491070050356125,-0.581560975609756,-0.498,-0.689,0.0446286687844808,9.76008292682927,9.771,9.758,0.00133503000609281,"LYING","2019-06-17 02:25:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"563",565,564,-4.34439512195122,-4.213,-4.482,0.0562874709669274,6.10255609756098,6.32,5.976,0.0554451064372102,-6.33299512195122,-6.268,-6.391,0.0294347896006255,"LYING","2019-06-17 02:26:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"564",566,565,-5.04784878048781,-4.597,-5.554,0.222434065050914,5.88738536585366,6.052,5.707,0.0796584176988356,-5.98965853658537,-5.637,-6.196,0.138986494222566,"LYING","2019-06-17 02:27:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"565",567,566,-5.34083902439024,-5.095,-5.554,0.120658277951656,5.79690243902439,5.976,5.593,0.0523944339573228,-5.82553170731707,-5.696,-5.981,0.0820017050247904,"LYING","2019-06-17 02:28:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"566",568,567,-2.23482775119617,-2.106,-2.375,0.0451304625418961,0.145153110047847,0.229,0.038,0.0397562948860877,9.54785167464115,9.554,9.541,0.002416292767813,"LYING","2019-06-17 02:29:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"567",569,568,-4.49630821917808,-4.175,-4.826,0.129442068792794,6.44299315068493,6.78,6.167,0.0916705869103469,-5.85075342465754,-5.669,-6.011,0.080153779926256,"LYING","2019-06-17 02:30:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"568",570,569,-4.50638396624473,-4.328,-4.788,0.0834417501855801,6.46735021097046,7.01,6.32,0.0717091563453987,-5.8409746835443,-5.701,-5.998,0.046316150498927,"LYING","2019-06-17 02:31:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"569",571,570,5.89288405797102,12.22,-4.29,2.98243634622899,-4.64544444444444,1.455,-11.301,2.97153574193344,1.699,9.371,-8.01,4.85015961102593,"LYING","2019-06-17 02:32:00","2019-06-17 02:21:36","2019-06-17 02:32:37"
"570",572,571,-5.31893170731707,-4.635,-5.669,0.137251005280479,6.38937073170732,6.589,6.167,0.0684760522182985,-4.73480975609756,-3.854,-5.742,0.305024216175325,"DOWNSTAIRS","2019-06-17 02:33:00","2019-06-17 02:32:41","2019-06-17 02:33:10"
"571",573,572,5.583,5.583,5.583,0,-2.767,-2.767,-2.767,0,-7.316,-7.316,-7.316,0,"CYCLING","2019-06-17 02:34:00","2019-06-17 02:33:12","2019-06-17 02:39:51"
"572",574,573,7.23755555555555,7.498,7.134,0.0775638046439812,-1.57661111111111,-1.503,-1.666,0.0502056229436842,-6.22516666666667,-5.909,-6.368,0.121735610334566,"CYCLING","2019-06-17 02:35:00","2019-06-17 02:33:12","2019-06-17 02:39:51"
"573",575,574,-4.78858461538462,-4.52,-5.286,0.228808725723109,6.06024615384615,6.435,5.669,0.157567295743288,-5.99843076923077,-5.11,-6.305,0.419732106849883,"CYCLING","2019-06-17 02:36:00","2019-06-17 02:33:12","2019-06-17 02:39:51"
"574",576,575,-4.10969756097561,0.842,-7.431,1.62510245717541,5.85564878048781,7.163,4.52,0.36497486290151,-6.22390243902439,-0.378,-8.048,1.4082214099547,"CYCLING","2019-06-17 02:37:00","2019-06-17 02:33:12","2019-06-17 02:39:51"
"575",577,576,-3.48266829268293,-3.217,-3.754,0.111091850442847,2.96499512195122,3.179,2.758,0.0744263353111834,-8.67781951219512,-8.593,-8.75,0.0392689520843134,"CYCLING","2019-06-17 02:38:00","2019-06-17 02:33:12","2019-06-17 02:39:51"
"576",578,577,-3.39781463414634,-3.141,-3.715,0.0708779313844655,2.91789268292683,3.102,2.719,0.0567528024281875,-8.72530731707317,-8.68,-8.757,0.0192679301553775,"CYCLING","2019-06-17 02:39:00","2019-06-17 02:33:12","2019-06-17 02:39:51"
"577",579,578,-3.85785853658537,-2.949,-6.282,0.710580551440921,2.93005365853659,4.06,1.417,0.330596715475393,-8.49231707317073,-7.221,-8.762,0.321347106253151,"UPSTAIRS","2019-06-17 02:40:00","2019-06-17 02:39:54","2019-06-17 02:40:17"
"578",580,579,-6.21515306122449,-5.976,-6.32,0.0556291757688163,2.7694693877551,2.873,2.643,0.0556932326825407,-7.06576530612245,-6.99,-7.148,0.0284948181291721,"WALKING","2019-06-17 02:41:00","2019-06-17 02:40:18","2019-06-17 02:42:11"
"579",581,580,-6.35376602564102,-5.976,-7.048,0.170763557787949,2.70205769230769,3.026,2.145,0.111666720503332,-6.96144551282051,-6.731,-7.145,0.101530238375369,"WALKING","2019-06-17 02:42:00","2019-06-17 02:40:18","2019-06-17 02:42:11"
"580",582,581,0.166783653846154,0.22,-1,0.0859033628610436,0.101298076923077,71,-0.277,4.93976439986563,11.2863990384615,322.625,9.778,21.6917355347952,"SITTING","2019-06-17 03:34:00","2019-06-17 03:33:27","2019-06-17 03:41:59"
"581",583,582,0.431333333333333,7.518,-5.257,2.81935348200561,-10.5766333333333,-0.737,-19.604,4.47558252232313,-1.43295,4.156,-16.424,4.38797584092124,"SITTING","2019-06-17 03:39:00","2019-06-17 03:33:27","2019-06-17 03:41:59"
"582",584,583,-0.303120567375886,8.15,-17.372,3.38389281634371,-11.0333829787234,3.045,-19.604,4.48382849273694,-2.70264539007092,7.134,-16.424,4.88031518615455,"SITTING","2019-06-17 03:40:00","2019-06-17 03:33:27","2019-06-17 03:41:59"
"583",585,584,-1.38928358208955,0.344,-2.26,0.77241027581144,-5.33907960199005,-4.443,-6.665,0.537439906995974,-8.02500497512438,-7.185,-8.528,0.262153495065628,"SITTING","2019-06-17 05:15:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"584",586,585,-1.44516417910448,-1.302,-1.608,0.0555512188025408,-4.50021393034826,-4.29,-4.711,0.0806359659517706,-8.58229850746268,-7.338,-8.66,0.0967643035822673,"SITTING","2019-06-17 05:16:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"585",587,586,-1.67150505050505,-0.114,-3.141,0.492165511629276,-4.47627272727273,-3.869,-6.129,0.443516847794764,-8.51859090909091,-5.546,-8.732,0.288792953283446,"SITTING","2019-06-17 05:17:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"586",588,587,-0.802210784313725,0.766,-2.49,0.493333648108491,-5.4316568627451,-4.213,-6.742,0.359508764326473,-8.10558823529412,-7.266,-8.715,0.161366263493689,"SITTING","2019-06-17 05:18:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"587",589,588,-2.35592537313433,0.919,-4.175,0.993850330483914,-4.91197014925373,-3.332,-6.512,0.615952602969155,-8.05550746268657,-7.111,-8.439,0.188575240140454,"SITTING","2019-06-17 05:19:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"588",590,589,-0.21700956937799,-0.114,-0.344,0.0404328729585106,0.169186602870813,0.268,0.038,0.042588579776113,9.80239712918661,9.803,9.802,0.000490477972884646,"SITTING","2019-06-17 05:20:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"589",591,590,-0.230444976076555,-0.114,-0.383,0.0519365190004957,0.166631578947368,0.306,0.038,0.0462161847056303,9.80244019138756,9.803,9.802,0.000497601904641483,"SITTING","2019-06-17 05:21:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"590",592,591,0.352612440191387,0.766,-0.076,0.155817564794037,6.34413875598086,6.55,6.091,0.087230601107632,-7.46913875598086,-7.438,-7.49,0.00758445274525307,"SITTING","2019-06-17 05:22:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"591",593,592,0.448071770334928,1.072,0.229,0.115990921466795,6.34471770334928,6.972,6.014,0.0967998118764464,-7.47089473684211,-7.424,-7.586,0.0269768137811228,"SITTING","2019-06-17 05:23:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"592",594,593,1.72885645933014,2.183,1.11,0.197727664470652,6.46705741626794,6.665,6.205,0.0775971262046173,-7.15435406698565,-7.048,-7.226,0.037413091538608,"SITTING","2019-06-17 05:24:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"593",595,594,1.41609917355372,1.57,1.187,0.0809182102453539,6.44223966942149,6.627,6.282,0.0652981654659849,-7.26069421487603,-7.195,-7.299,0.0231083833904518,"SITTING","2019-06-17 05:25:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"594",596,595,-0.962247619047619,2.499,-9.251,2.83226447613802,2.81765238095238,5.19,-3.294,1.64413954695904,8.39177142857143,13.704,1.417,2.14406947843729,"SITTING","2019-06-17 05:26:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"595",597,596,2.38117647058823,2.528,2.03,0.0517103499109476,6.34289075630252,6.474,6.244,0.0522174599242876,-7.09102941176471,-7.014,-7.252,0.0231273117551437,"SITTING","2019-06-17 05:27:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"596",598,597,1.9367990430622,2.106,1.608,0.114000412444611,6.47349282296651,6.627,6.32,0.0595013024758237,-7.10212918660287,-7.022,-7.138,0.0286659735274684,"SITTING","2019-06-17 05:28:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"597",599,598,7.91247368421053,9.366,7,0.352885590968253,1.01144258373206,1.417,0.392,0.140322334668212,-5.24618899521531,-4.597,-6.11,0.10994016324761,"SITTING","2019-06-17 05:29:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"598",600,599,-1.15251515151515,2.317,-6.972,2.43721243330896,-11.0974242424242,-7.345,-14.902,2.01962881846985,5.89821212121212,11.808,-7.144,3.77980771466598,"SITTING","2019-06-17 05:30:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"599",601,600,-1.89842,-1.723,-2.068,0.0546627574037375,7.07520666666667,7.278,6.857,0.0690614255005645,-6.51271333333333,-6.338,-6.576,0.0451953755231673,"SITTING","2019-06-17 05:31:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"600",602,601,-0.260795454545455,0.153,-1.992,0.654295845210031,7.09956439393939,8.466,6.742,0.312106073572508,-6.73631818181818,-5.481,-6.913,0.291071935712496,"SITTING","2019-06-17 05:32:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"601",603,602,0.376333333333333,0.44,0.335,0.0469879417155792,-9.8095,-9.787,-9.845,0.0263495730515693,0.3955,0.45,0.325,0.0401982586687533,"SITTING","2019-06-17 05:33:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"602",604,603,0.488172413793103,0.574,0.383,0.0361194337338416,6.437,6.512,6.359,0.0412236740762855,-7.37931034482759,-7.345,-7.424,0.0160431016155006,"SITTING","2019-06-17 05:34:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"603",605,604,1.0854025974026,4.443,-0.229,0.938534930341692,6.1665367965368,7.393,2.758,0.50869771256667,-7.47106493506493,-5.724,-8.361,0.265217286028989,"SITTING","2019-06-17 05:35:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"604",606,605,2.862675,4.175,2.106,0.468092565919197,5.51610357142857,5.899,4.865,0.182488002221903,-7.57099285714286,-7.157,-7.727,0.117715530773793,"SITTING","2019-06-17 05:36:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"605",607,606,3.6222966507177,3.83,3.486,0.0498358655823671,5.18775119617225,5.439,5.018,0.0558407360180993,-7.48643540669856,-7.421,-7.544,0.0148866515437408,"SITTING","2019-06-17 05:37:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"606",608,607,3.09259589041096,4.099,0.727,0.872698514745022,5.53400684931507,6.397,4.597,0.192921978032405,-7.43466438356164,-7.039,-8.253,0.225967506892024,"SITTING","2019-06-17 05:38:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"607",609,608,1.53048706896552,3.754,-1.11,0.95138116496186,6.18575431034483,7.087,5.324,0.303330253033856,-7.38586206896552,-6.806,-7.644,0.0853417267806317,"SITTING","2019-06-17 05:39:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"608",610,609,0.608682730923695,1.762,-0.191,0.273067741918343,6.27004016064257,6.665,5.593,0.116607585627096,-7.50970281124498,-7.261,-7.603,0.0670837827150151,"SITTING","2019-06-17 05:40:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"609",611,610,2.84876076555024,3.141,1.723,0.212531310343521,6.34214354066986,6.818,6.167,0.120464599288065,-6.90782775119617,-6.703,-7.119,0.0570707135188722,"SITTING","2019-06-17 05:41:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"610",612,611,-0.232174311926606,-0.114,-0.383,0.0643003433025651,6.96503669724771,7.125,6.818,0.055136350617004,-6.90377981651376,-6.86,-6.934,0.0165044089497575,"SITTING","2019-06-17 05:42:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"611",613,612,-0.295543071161049,0.076,-1.034,0.150835221733336,6.92314981273408,7.087,6.55,0.0771549560702707,-6.92264794007491,-6.858,-7.08,0.0293673202321979,"SITTING","2019-06-17 05:43:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"612",614,613,3.17278854625551,4.98,-0.498,1.85036369045328,5.40339207048458,7.316,4.482,0.748211880530464,-7.27948458149779,-6.932,-7.928,0.211244256308106,"SITTING","2019-06-17 05:44:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"613",615,614,4.23621777777778,5.286,3.294,0.259054757801671,4.25818222222222,5.401,2.604,0.427614121823098,-7.73202222222222,-7.277,-7.956,0.15448937909762,"SITTING","2019-06-17 05:45:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"614",616,615,3.64285645933014,4.52,1.992,0.229595439491903,4.4985980861244,5.401,3.792,0.190717171779848,-7.9176028708134,-7.751,-8.064,0.0385554070759956,"SITTING","2019-06-17 05:46:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"615",617,616,2.86553588516746,2.988,2.758,0.0349384060265928,4.94133971291866,5.018,4.865,0.0374557996165774,-7.96904306220096,-7.961,-7.976,0.00310599021138636,"SITTING","2019-06-17 05:47:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"616",618,617,2.77347457627119,2.911,2.413,0.0677582658322794,4.98033898305085,5.095,4.826,0.0461702421022256,-7.98216949152542,-7.941,-8.046,0.0114740109630806,"SITTING","2019-06-17 05:48:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"617",619,618,2.47789565217391,2.873,0.996,0.275648433576139,5.39090869565218,6.091,4.367,0.323986367459499,-7.79820434782609,-7.523,-8.047,0.148119440114949,"SITTING","2019-06-17 05:49:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"618",620,619,2.3832,2.604,1.953,0.0865921316302699,5.58271818181818,5.746,5.439,0.0573434150345153,-7.69867272727273,-7.638,-7.782,0.0172505623445678,"SITTING","2019-06-17 05:50:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"619",621,620,0.186806451612903,0.229,-0.239,0.13122942235003,-9.84403225806452,-9.816,-9.854,0.00575316649604176,-1.16145161290323,0.498,-1.331,0.52691630193733,"SITTING","2019-06-17 05:51:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"620",622,621,0.545,0.545,0.545,0,-9.625,-9.625,-9.625,0,0.134,0.134,0.134,0,"SITTING","2019-06-17 05:52:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"621",623,622,2.05179607843137,2.528,0.651,0.40067759240495,5.68790196078431,5.976,5.439,0.0892261249528014,-7.70202745098039,-7.56,-7.977,0.0694721608505213,"SITTING","2019-06-17 05:53:00","2019-06-17 05:14:11","2019-06-17 05:53:55"
"622",624,623,-0.257801724137931,-0.153,-0.344,0.0385938088811926,0.0898017241379311,0.191,0,0.0353167578962997,9.80288793103448,9.803,9.802,0.000316819842487683,"LYING","2019-06-17 07:16:00","2019-06-17 07:15:14","2019-06-17 09:35:53"
"623",625,624,-0.738190243902439,-0.612,-0.842,0.0436337014743419,-0.147882926829268,0,-0.229,0.0409682558988258,9.7779756097561,9.779,9.777,0.000546279971944639,"LYING","2019-06-17 07:17:00","2019-06-17 07:15:14","2019-06-17 09:35:53"
"624",626,625,-0.7348,-0.612,-0.842,0.0407988129392867,-0.153839024390244,-0.038,-0.268,0.0439589652573227,9.77777073170732,9.779,9.775,0.000665038662608931,"LYING","2019-06-17 07:18:00","2019-06-17 07:15:14","2019-06-17 09:35:53"
"625",627,626,-0.729541463414634,-0.612,-0.842,0.0427804986702513,-0.153990243902439,-0.038,-0.229,0.0406121046192744,9.77770731707317,9.779,9.776,0.000658425872338349,"LYING","2019-06-17 07:19:00","2019-06-17 07:15:14","2019-06-17 09:35:53"
"626",628,627,9.279995215311,9.318,9.241,0.00377555091198553,1.56053588516746,1.561,1.513,0.00410205205521253,-0.774822966507177,-0.756,-0.775,0.00157573206546738,"LYING","2019-06-17 07:20:00","2019-06-17 07:15:14","2019-06-17 09:35:53"
"627",629,628,0.978613861386139,8.59,-19.614,3.53610072645953,-10.3210346534653,-2.011,-19.604,4.22521361746611,-1.32176732673267,9.586,-10.793,3.02765072552021,"LYING","2019-06-17 07:21:00","2019-06-17 07:15:14","2019-06-17 09:35:53"
"628",630,629,-0.739307317073171,-0.612,-0.804,0.0438476439226846,-0.154190243902439,-0.038,-0.229,0.0375907777389435,9.77765853658537,9.779,9.776,0.000657153550623432,"LYING","2019-06-17 07:22:00","2019-06-17 07:15:14","2019-06-17 09:35:53"
