,mean_x,max_x,min_x,sd_x,mean_y,max_y,min_y,sd_y,mean_z,max_z,min_z,sd_z,act,time,time0_start,time1_finish
0,-1.5382967032967,0.421,-2.566,0.720383774780521,9.32464468864469,10.036,8.581,0.267851078951687,0.179791208791209,0.522,0.005,0.124499809515876,SITTING,2019-06-13 06:50:00,2019-06-13 06:49:15,2019-06-13 08:18:15
1,-1.14914042553192,-0.038,-2.336,0.451855710111648,9.57080851063829,9.921,9.079,0.173304785407698,0.0608978723404255,0.237,0.012,0.0595191396687378,SITTING,2019-06-13 06:51:00,2019-06-13 06:49:15,2019-06-13 08:18:15
2,-1.10850234741784,0.153,-1.647,0.282810867936092,9.55418779342723,9.807,9.347,0.10228950978747,0.0717230046948357,0.145,0.016,0.0342897378122247,SITTING,2019-06-13 06:52:00,2019-06-13 06:49:15,2019-06-13 08:18:15
3,-0.191,-0.191,-0.191,0,-0.181,-0.181,-0.181,0,-9.998,-9.998,-9.998,0,SITTING,2019-06-13 06:53:00,2019-06-13 06:49:15,2019-06-13 08:18:15
4,0.434957894736842,1.867,-2.461,0.72882456978853,2.39328421052632,4.702,-0.105,1.54857121974431,10.3612736842105,12.555,8.284,1.00927248331494,SITTING,2019-06-13 06:54:00,2019-06-13 06:49:15,2019-06-13 08:18:15
5,0.614843866171004,1.541,-0.296,0.426369348117858,4.40864869888476,5.056,3.457,0.410714621353848,9.77772862453531,11.157,8.236,0.55609088585573,SITTING,2019-06-13 06:55:00,2019-06-13 06:49:15,2019-06-13 08:18:15
6,7.44253424657534,7.556,7.202,0.0578937390913746,-1.97779452054795,-1.283,-2.116,0.134289287210201,-6.21874657534246,-5.966,-6.522,0.0858616217622235,SITTING,2019-06-13 06:56:00,2019-06-13 06:49:15,2019-06-13 08:18:15
7,-0.379210526315789,0.804,-2.413,1.28633106931421,3.71542105263158,5.018,2.068,0.909517595932009,8.99442105263158,9.391,8.491,0.283004773377387,SITTING,2019-06-13 06:57:00,2019-06-13 06:49:15,2019-06-13 08:18:15
8,0.211903614457831,0.249,0.191,0.0140065910526838,-0.0721024096385542,-0.019,-0.095,0.0346173243575179,-9.90471686746988,-9.883,-10.123,0.0219030498459007,SITTING,2019-06-13 06:58:00,2019-06-13 06:49:15,2019-06-13 08:18:15
9,-7.07364593301435,-6.857,-7.431,0.11636352601957,5.58849282296651,5.976,5.209,0.235434298356194,1.16159330143541,5.58,0.282,0.91717677819214,SITTING,2019-06-13 06:59:00,2019-06-13 06:49:15,2019-06-13 08:18:15
