,mean_x,max_x,min_x,sd_x,mean_y,max_y,min_y,sd_y,mean_z,max_z,min_z,sd_z,act,time,time0_start,time1_finish
0,0.641147058823529,0.727,0.574,0.03889183803637,1.41138235294118,1.494,1.302,0.0483985411806067,9.68389705882353,9.687,9.681,0.00161281903827427,SITTING,2019-06-13 00:19:00,2019-06-13 00:18:35,2019-06-13 00:33:55
1,-0.481336585365854,-0.383,-0.574,0.0378598923541448,-0.116970731707317,0.076,-0.689,0.068431009496693,9.7939268292683,9.795,9.792,0.000568375907026613,SITTING,2019-06-13 00:20:00,2019-06-13 00:18:35,2019-06-13 00:33:55
2,-0.483658878504673,-0.383,-0.612,0.0354911943142762,-0.110271028037383,0,-0.191,0.0428744361916327,9.794,9.795,9.793,0.000411113225896674,SITTING,2019-06-13 00:21:00,2019-06-13 00:18:35,2019-06-13 00:33:55
3,0.535056338028169,0.651,0.459,0.0403104300810493,1.38823943661972,1.494,1.302,0.0412847217350161,9.69336150234742,9.699,9.691,0.00154974787853462,SITTING,2019-06-13 00:22:00,2019-06-13 00:18:35,2019-06-13 00:33:55
4,-0.471804166666667,0.038,-0.612,0.0773672380424376,-0.1030625,0.344,-0.306,0.0630829321484971,9.79436666666667,9.799,9.792,0.0023623027320918,SITTING,2019-06-13 00:23:00,2019-06-13 00:18:35,2019-06-13 00:33:55
5,0.990897540983606,2.03,0.421,0.607104171502434,1.5736393442623,1.915,1.302,0.1683784227877,9.60870901639344,9.789,9.438,0.102779766550607,SITTING,2019-06-13 00:24:00,2019-06-13 00:18:35,2019-06-13 00:33:55
6,-0.419762557077625,-0.038,-0.651,0.0733575400578538,-0.119739726027397,0,-0.459,0.0566496623140118,9.79637442922374,9.8,9.795,0.00067489993703823,SITTING,2019-06-13 00:25:00,2019-06-13 00:18:35,2019-06-13 00:33:55
7,6.98405853658537,7.058,6.933,0.0136879254004941,-1.78075609756098,-1.714,-1.81,0.0352976006570885,-6.42995609756098,-6.378,-6.598,0.0720940495789792,SITTING,2019-06-13 00:28:00,2019-06-13 00:18:35,2019-06-13 00:33:55
8,-0.132606425702811,-0.038,-0.229,0.0373316343907655,0.152510040160643,0.229,0.076,0.038759817949758,9.80418473895582,9.805,9.804,0.000388867296546035,SITTING,2019-06-13 00:29:00,2019-06-13 00:18:35,2019-06-13 00:33:55
9,-0.418022222222222,-0.153,-0.689,0.0706316175436001,-0.0818222222222222,0.689,-1.072,0.109744404528873,9.79668888888889,9.8,9.793,0.00110643858808658,SITTING,2019-06-13 00:30:00,2019-06-13 00:18:35,2019-06-13 00:33:55
10,-0.418292576419214,-0.268,-0.536,0.0430672361617698,-0.0469694323144105,0.153,-0.153,0.0443081705083738,9.7975807860262,9.798,9.797,0.000494511359542104,SITTING,2019-06-13 00:31:00,2019-06-13 00:18:35,2019-06-13 00:33:55
11,-0.425801687763713,-0.344,-0.574,0.0412804422504607,-0.0651983122362869,0.114,-0.191,0.0488213484547077,9.79703797468355,9.798,9.795,0.000855337746374804,SITTING,2019-06-13 00:32:00,2019-06-13 00:18:35,2019-06-13 00:33:55
12,-0.700037037037037,3.639,-10.956,2.31968465885527,2.15845185185185,13.254,-3.83,3.47534004933119,8.27961481481481,11.475,-1.572,3.03205246229468,SITTING,2019-06-13 00:33:00,2019-06-13 00:18:35,2019-06-13 00:33:55
13,6.82822926829268,6.933,6.751,0.00999809403165925,-3.27321951219512,-3.189,-3.275,0.0105186859760542,-6.11989268292683,-6.081,-6.205,0.00876424303644721,WALKING,2019-06-13 00:44:00,2019-06-13 00:42:09,2019-06-13 00:48:54
14,2.27627777777778,4.711,-5.162,2.00061208951271,-8.31955555555555,-4.597,-10.008,1.23809035343566,4.49368518518518,8.475,2.154,1.64535217110082,WALKING,2019-06-13 00:46:00,2019-06-13 00:42:09,2019-06-13 00:48:54
15,2.88416129032258,4.788,0.565,1.15200872270705,-7.39887741935484,-6.062,-9.337,0.662198819905477,5.95434193548387,7.527,2.825,0.866892220855999,WALKING,2019-06-13 00:47:00,2019-06-13 00:42:09,2019-06-13 00:48:54
16,6.95690243902439,6.981,6.943,0.0183482179479408,-3.48026829268293,-3.466,-3.505,0.0188310657886759,-5.80892682926829,-5.746,-5.918,0.0830498286064687,WALKING,2019-06-13 00:48:00,2019-06-13 00:42:09,2019-06-13 00:48:54
17,6.55516666666667,14.404,0.842,1.90720643504538,-4.97096568627451,0.114,-11.071,2.48379262157574,-3.68313725490196,-0.002,-7.447,2.42586726978723,CYCLING,2019-06-13 00:49:00,2019-06-13 00:48:57,2019-06-13 00:54:03
18,0.551606796116505,19.604,-11.099,3.58947955813862,-2.50264077669903,7.192,-19.604,7.07512711853998,3.67025242718447,13.159,-15.189,6.13283668137021,CYCLING,2019-06-13 00:50:00,2019-06-13 00:48:57,2019-06-13 00:54:03
